9.5144732992e+01  1.0000000000e-05  9.1273288943e+00  6.6059360000e+01  4.2022803800e-05  5.0271550000e-02  0.0000000000e+00  0.0000000000e+00  9.6834540000e-01  
9.5144732081e+01  1.1278854248e-05  9.1268725278e+00  6.8558307991e+01  4.5667163636e-05  5.0271550000e-02  -4.3922000000e-10  3.1268000000e-10  9.6834540000e-01  
9.5144731094e+01  1.2663744901e-05  9.1264161614e+00  7.1052387222e+01  4.9472418765e-05  5.0271550000e-02  -4.7564000000e-10  3.3919000000e-10  9.6834540000e-01  
9.5144730026e+01  1.4162094979e-05  9.1259597949e+00  7.3546654984e+01  5.3447258356e-05  5.0271550000e-02  -5.1461000000e-10  3.6690000000e-10  9.6834540000e-01  
9.5144728873e+01  1.5778879853e-05  9.1255034285e+00  7.6041096105e+01  5.7593102230e-05  5.0271550000e-02  -5.5529000000e-10  3.9581000000e-10  9.6834540000e-01  
9.5144728264e+01  1.6633260441e-05  9.1252752453e+00  7.7288390330e+01  5.9730606825e-05  5.0271550000e-02  -5.8688000000e-10  4.1826000000e-10  9.6834540000e-01  
9.5144727633e+01  1.7519149450e-05  9.1250470620e+00  7.8535743298e+01  6.1911415349e-05  5.0271550000e-02  -6.0852000000e-10  4.3363000000e-10  9.6834540000e-01  
9.5144726979e+01  1.8437176075e-05  9.1248188788e+00  7.9783145894e+01  6.4135683727e-05  5.0271550000e-02  -6.3060000000e-10  4.4932000000e-10  9.6834540000e-01  
9.5144726301e+01  1.9387978501e-05  9.1245906956e+00  8.1030598478e+01  6.6403582051e-05  5.0271550000e-02  -6.5311000000e-10  4.6531000000e-10  9.6834540000e-01  
9.5144725600e+01  2.0372197722e-05  9.1243625124e+00  8.2278101692e+01  6.8715279090e-05  5.0271550000e-02  -6.7606000000e-10  4.8161000000e-10  9.6834540000e-01  
9.5144724875e+01  2.1390477071e-05  9.1241343292e+00  8.3525655876e+01  7.1070941279e-05  5.0271550000e-02  -6.9946000000e-10  4.9822000000e-10  9.6834540000e-01  
9.5144724125e+01  2.2443462283e-05  9.1239061459e+00  8.4773261212e+01  7.3470732995e-05  5.0271550000e-02  -7.2330000000e-10  5.1514000000e-10  9.6834540000e-01  
9.5144723350e+01  2.3531797640e-05  9.1236779627e+00  8.6020913435e+01  7.5914808093e-05  5.0271550000e-02  -7.4758000000e-10  5.3238000000e-10  9.6834540000e-01  
9.5144722953e+01  2.4089426324e-05  9.1235638711e+00  8.6644758934e+01  7.7153505617e-05  5.0271550000e-02  -7.6607000000e-10  5.4551000000e-10  9.6834540000e-01  
9.5144722549e+01  2.4656139833e-05  9.1234497795e+00  8.7268619697e+01  7.8403341097e-05  5.0271550000e-02  -7.7855000000e-10  5.5436000000e-10  9.6834540000e-01  
9.5144722139e+01  2.5232018051e-05  9.1233356879e+00  8.7892493665e+01  7.9664330295e-05  5.0271550000e-02  -7.9115000000e-10  5.6329000000e-10  9.6834540000e-01  
9.5144721723e+01  2.5817142909e-05  9.1232215963e+00  8.8516380910e+01  8.0936493098e-05  5.0271550000e-02  -8.0385000000e-10  5.7231000000e-10  9.6834540000e-01  
9.5144721300e+01  2.6411596210e-05  9.1231075047e+00  8.9140281214e+01  8.2219848690e-05  5.0271550000e-02  -8.1666000000e-10  5.8140000000e-10  9.6834540000e-01  
9.5144720870e+01  2.7015460035e-05  9.1229934130e+00  8.9764194503e+01  8.3514416445e-05  5.0271550000e-02  -8.2959000000e-10  5.9057000000e-10  9.6834540000e-01  
9.5144720433e+01  2.7628816898e-05  9.1228793214e+00  9.0388120994e+01  8.4820216250e-05  5.0271550000e-02  -8.4263000000e-10  5.9982000000e-10  9.6834540000e-01  
9.5144719990e+01  2.8251749326e-05  9.1227652298e+00  9.1012060761e+01  8.6137267597e-05  5.0271550000e-02  -8.5579000000e-10  6.0915000000e-10  9.6834540000e-01  
9.5144719539e+01  2.8884339849e-05  9.1226511382e+00  9.1636013728e+01  8.7465589577e-05  5.0271550000e-02  -8.6906000000e-10  6.1856000000e-10  9.6834540000e-01  
9.5144719082e+01  2.9526671438e-05  9.1225370466e+00  9.2259980112e+01  8.8805201810e-05  5.0271550000e-02  -8.8244000000e-10  6.2805000000e-10  9.6834540000e-01  
9.5144718618e+01  3.0178827072e-05  9.1224229550e+00  9.2883959983e+01  9.0156123520e-05  5.0271550000e-02  -8.9594000000e-10  6.3763000000e-10  9.6834540000e-01  
9.5144718147e+01  3.0840889719e-05  9.1223088634e+00  9.3507953265e+01  9.1518373524e-05  5.0271550000e-02  -9.0955000000e-10  6.4728000000e-10  9.6834540000e-01  
9.5144717669e+01  3.1512942490e-05  9.1221947718e+00  9.4131959881e+01  9.2891970541e-05  5.0271550000e-02  -9.2327000000e-10  6.5701000000e-10  9.6834540000e-01  
9.5144717183e+01  3.2195068792e-05  9.1220806802e+00  9.4755979901e+01  9.4276933520e-05  5.0271550000e-02  -9.3711000000e-10  6.6682000000e-10  9.6834540000e-01  
9.5144716691e+01  3.2887352344e-05  9.1219665885e+00  9.5380013538e+01  9.5673281654e-05  5.0271550000e-02  -9.5106000000e-10  6.7671000000e-10  9.6834540000e-01  
9.5144716191e+01  3.3589875228e-05  9.1218524969e+00  9.6004059427e+01  9.7081030482e-05  5.0271550000e-02  -9.6513000000e-10  6.8668000000e-10  9.6834540000e-01  
9.5144715938e+01  3.3945003124e-05  9.1217954511e+00  9.6316087450e+01  9.7789187032e-05  5.0271550000e-02  -9.7575000000e-10  6.9421000000e-10  9.6834540000e-01  
