# walkers = all; burn = 0; skip = 300
-2.187625480656812282e+00 -1.945976916700693504e+00 9.977664843987059662e-01 -1.571594422708610272e+00 -5.575485430342598470e+00 2.572848482448963914e-01 2.556164966589409299e-04 1.512507078178859828e-03 -2.888244560458341076e-03
-1.505260410727649045e+00 -1.969050482051883932e+00 1.933817122573552538e+00 -3.099773074970579856e-01 -5.420634525664731918e+00 -1.487842952200346014e+00 -3.499237818164092776e-04 2.691829637691667016e-03 -3.486953946893812158e-03
-2.370021889113787417e+00 -2.778101757376586489e-01 1.094582908951068356e+00 6.789079520567566917e-01 -5.841664674799308621e+00 -5.809101552748001662e-01 -7.324227153292337152e-04 3.475970313424996128e-03 -3.914834074587670090e-03
-3.316205684297468537e+00 1.567789933234264854e-01 1.806958989756943357e+00 5.204226708572321503e-01 -7.323659475917480677e+00 1.395452080309809162e-01 -4.632516469665801627e-04 2.971090385588522932e-03 -3.674657530110701439e-03
-3.787893685173592040e+00 3.167350048901892978e-01 2.287941297503922389e+00 2.321978858062853757e+00 -6.827169908589462821e+00 -2.837219374932734794e+00 -1.331879770650424124e-03 4.769737670394517265e-03 -4.684011618776058247e-03
-3.293083700177998452e+00 -3.592311774487764175e-01 1.464407687998767749e+00 2.039067821945299119e+00 -7.146058670724393380e+00 -2.379120186481853416e+00 -1.229970644252122072e-03 4.568047814472908814e-03 -4.580723206735776154e-03
-2.595787325775451126e+00 -1.189966572539165268e+00 5.615345339016049042e-01 1.229033665996366320e+00 -7.237834705606546848e+00 -1.048943545750955941e+00 -5.405634005519318816e-04 3.160419184360577401e-03 -3.807222340638217149e-03
-1.944494457639686757e+00 -2.028099566517418850e+00 2.572744567430540474e-01 1.286753969996718761e+00 -7.061185301600299447e+00 -1.192964850841928381e+00 -6.409358677722442818e-04 3.342796078585565881e-03 -3.885771962365988218e-03
-2.250104948698263385e+00 -1.900602487832605103e+00 1.311858793065497075e-01 1.092324944035747425e+00 -7.282211089786872371e+00 -9.945027206946877030e-01 -7.766734672779225957e-04 3.651223225233922540e-03 -4.086310000828112000e-03
-2.291267121725889311e+00 -9.007298522290283493e-01 2.422647275290223945e-01 9.489680987885149577e-01 -6.787924569780330764e+00 -1.653545909574744677e+00 -6.520816654238901361e-06 2.028775483338998622e-03 -3.147055203526215143e-03
-3.316023938382838043e+00 -1.756235563893190216e-02 8.576415864998827576e-01 2.301495262011950871e+00 -6.738174086126017315e+00 -2.223260747105515023e+00 -6.388926156246060428e-04 3.356475477020427756e-03 -3.908039046076030448e-03
-2.915238517003005292e+00 -9.392266068359793607e-01 1.047620795064218457e+00 2.675872056642320640e+00 -7.033369980099331897e+00 -1.806581322305018666e+00 -7.345421525209927180e-04 3.557409458237232106e-03 -4.023470734309184983e-03
-2.614125482150928992e+00 -1.231392711928389838e+00 8.132712056434249215e-01 2.163655839632443900e+00 -7.055171935154604945e+00 -1.190903739716958398e+00 -4.638785053155769587e-04 2.997244525564479994e-03 -3.708623844853655219e-03
-2.441652208291683834e+00 -1.022660796185702381e+00 -2.175555230342254287e-01 1.598316246147069464e+00 -7.609405310891485641e+00 -1.330727599821547091e+00 -3.003593862266305814e-04 2.677785899289373238e-03 -3.551239929536313678e-03
-2.393367811621078811e+00 -9.531164234238802546e-01 -6.765805707331022933e-01 1.581177114880353507e+00 -7.194311054617804402e+00 -1.239319090979924320e+00 -1.616671812010780636e-04 2.359405180849500055e-03 -3.341527427508939659e-03
-1.884279756245996085e+00 -2.381504228427695491e+00 -1.019800501803499682e+00 1.772504492604929593e+00 -7.661100797297007325e+00 -3.916313957256583045e-01 -7.600816441387316276e-04 3.611159163927697008e-03 -4.057436043353307258e-03
-1.811943531764566906e+00 -1.275247020267020748e+00 -2.945716208604087782e-01 1.254514743697751733e+00 -7.170214001041212981e+00 4.168748794541831115e-01 -8.057252767538656754e-05 2.196619961143305919e-03 -3.259519106547912638e-03
-1.854071338196757956e+00 -2.213821505921563570e+00 -1.457917460812530486e+00 1.888227099314928825e+00 -7.357272401406971696e+00 8.705247180717453626e-01 -6.382049064676642396e-04 3.332149435359355732e-03 -3.873745189125188219e-03
-2.161909705671645199e+00 -1.632500618958249383e+00 -4.519866743472538140e-01 3.235753328656674199e-01 -7.099977124790740390e+00 1.744895881559136441e+00 1.371755891656602829e-04 1.766505671244742327e-03 -3.032728405985146269e-03
-2.081900358913230775e+00 -2.687739998856196522e+00 -1.030541662696016658e+00 -1.763263924493174706e-01 -7.267187429371555041e+00 1.775820265944185294e+00 -8.788827465068776816e-05 2.225114265772040485e-03 -3.281521897628670095e-03
-1.349690230810566938e+00 -3.819475425446406724e+00 -1.454592686367909726e+00 -6.478238595205341177e-01 -8.012614117984943718e+00 1.864399268094384610e+00 -7.284372921436642594e-04 3.545893112003690225e-03 -4.020294804177129179e-03
-1.243614684010867943e+00 -4.240331254555104401e+00 -1.807465710474086329e+00 -6.492060815948708097e-01 -8.487426906418621186e+00 2.325644516513207805e+00 -1.019134973915767142e-03 4.169340562726128394e-03 -4.393252329848927953e-03
-1.243403156461440728e+00 -4.247237974427880758e+00 -1.823731578065139747e+00 -6.361571585772560766e-01 -8.502655431313151269e+00 2.331643732849201456e+00 -1.028711404363354077e-03 4.189658795931971123e-03 -4.405051014617718599e-03
-1.739073362564810932e+00 -2.970326156316871025e+00 -1.406339572516693615e+00 -2.436382760273456682e-01 -7.623654988116623343e+00 9.115647840491138965e-01 -5.058476009703154197e-04 3.088488075804303283e-03 -3.767218354392050557e-03
-2.101520984424233962e+00 -2.118467642072487944e+00 -7.748958675718956579e-01 -1.078360523297692275e-01 -7.255736776369254848e+00 1.245657217802750072e+00 -1.594936773271005744e-04 2.365043012811112681e-03 -3.353818966408302939e-03
-1.793134882733547819e+00 -2.554705575201109191e+00 -1.177691465820780881e+00 5.382631659394105927e-01 -7.189779656890632253e+00 1.410930557455224665e+00 -4.245273679031346704e-04 2.903635363715706321e-03 -3.646758819805611361e-03
-1.859395616236126036e+00 -2.343213977733944464e+00 -8.154310242174491741e-01 -1.578604153395630760e-01 -7.544378132664858683e+00 1.104527211079305182e+00 -2.023984038324558744e-04 2.462202168211992653e-03 -3.416580586338965452e-03
-1.137402066737274620e+00 -3.995083870990226327e+00 -2.355404807034903847e+00 2.156269372099753889e-01 -7.774483384170785882e+00 1.589114492974586401e+00 -7.663602502595593877e-04 3.622373743169666344e-03 -4.062185107188399924e-03
-5.035840083929004063e-01 -4.669059125771360286e+00 -1.833108282918483489e+00 4.486140400141147566e-02 -7.872851062245102227e+00 -5.593117972739614085e-01 -5.693707591729469785e-04 3.206961804611481101e-03 -3.820223048510283659e-03
-1.259480773003509579e+00 -3.485828703061359057e+00 -1.993739196177234163e+00 -1.025575729006455328e+00 -6.532843231080336821e+00 -6.390684161057813562e-03 -1.355468518021208692e-04 2.272474041057727552e-03 -3.261079490664213314e-03
-9.304473551309658808e-01 -4.385332492994786335e+00 -2.389056865038566180e+00 -2.541659421341648795e+00 -7.014528302658095349e+00 9.204633923723275490e-01 -3.528064977406271396e-04 2.818677023537983529e-03 -3.662251500795206567e-03
-9.830669874381594564e-01 -4.049544371722196168e+00 -2.393874031385907930e+00 -1.997353650806377834e+00 -6.495988610275805542e+00 3.925365614555409444e-01 -2.401849331581705298e-04 2.513221410999490896e-03 -3.420131071200377057e-03
-9.809474210203490419e-01 -4.091739436815711173e+00 -2.525119452673753706e+00 -1.971520320854569519e+00 -6.648087119756504570e+00 4.752776518898771396e-01 -2.281921848315190135e-04 2.503441252308359448e-03 -3.428841361275975028e-03
-8.068896081172600709e-01 -2.848735360384845983e+00 -2.585157082572277609e+00 -2.835289694764249191e+00 -6.044745975045037412e+00 -7.446729921483747905e-01 -1.017542840603563072e-04 2.187286673800205826e-03 -3.209806551847976981e-03
-2.410543135785677471e+00 -5.534751282586140020e-01 -3.399441616864476434e-01 2.082752850981889337e-01 -4.796750981817848647e+00 -1.059416869788565307e-02 4.832377660304969236e-04 9.207302609843076536e-04 -2.446099259835984949e-03
-1.936649062452755921e+00 -1.841416636210328139e+00 -1.521359124018172526e+00 8.666772622633202028e-01 -5.175515925762271152e+00 2.532403874155397361e+00 4.541864849632172400e-04 1.026845568588251106e-03 -2.534693387402379896e-03
-1.930472121169024113e+00 -1.522989771413526761e+00 -3.801793178268912943e+00 3.600111869213748483e-01 -4.636341459438778401e+00 4.148662452572358106e-01 -6.105357951362734960e-04 3.068163176115855026e-03 -3.547573404676193209e-03
-2.183600999553041433e+00 -1.299627623643055951e+00 -4.491236643810187168e+00 1.687167294119067407e-01 -4.667508367937925229e+00 3.303272733359590152e-01 -8.116265212789459775e-04 3.472748255299213521e-03 -3.769505490117524074e-03
-1.669690534150303662e+00 -2.000170097641997824e+00 -2.964597149456835279e+00 5.542425260346905969e-01 -4.405407207326225816e+00 4.232161117180077703e-01 -6.836016896298775531e-04 3.208857595316798317e-03 -3.610853711876338065e-03
-1.408721882885861643e+00 -2.368309058392084054e+00 -2.505397144724382130e+00 6.682468633011957593e-01 -4.351643855800427119e+00 1.200219823780213080e+00 -5.356636043266113471e-04 2.921027524755290088e-03 -3.463071226933639706e-03
-1.523362926544490570e+00 -2.061917589606616197e+00 -1.950317165149994425e+00 3.011662025765352579e-01 -4.165129739475633031e+00 5.405839997167489752e-01 -1.924992898911571416e-04 2.159569958709244009e-03 -2.998582732494945412e-03
-1.453052558251901161e+00 -1.635533639583378385e+00 -2.618237929445657919e+00 8.058140179424451155e-01 -4.250701341143872547e+00 5.550060735616962893e-01 -1.554426233560373110e-03 4.970823590064168615e-03 -4.565235417051684806e-03
-1.095248104837435399e+00 -1.681956937064470470e+00 -2.241414623784079296e+00 4.788767766233308354e-01 -3.969747487518407336e+00 3.839261926448869211e-01 -1.139642022629846086e-03 4.006580451740925086e-03 -3.942939549695319117e-03
-3.349395662928301931e+00 -8.644031938282936700e-01 -1.220306583750209395e+00 1.278943556829772676e+00 -3.963006985247039982e+00 9.803554021438234400e-01 -1.193343479950161132e-03 4.245658214477483761e-03 -4.142061798945874569e-03
-2.946087451624643805e+00 -1.208974063473205796e+00 -1.063570924207330570e+00 1.364423179939707520e+00 -3.927055490087536072e+00 5.659604606675112670e-01 -1.321090839310337184e-03 4.507445600445649479e-03 -4.280843569779805256e-03
-2.969255686793387028e+00 -1.231617191633348707e+00 -1.054558716142923736e+00 1.368364546440778096e+00 -3.893142095932232039e+00 6.142254725654743286e-01 -1.355219607695014490e-03 4.577820362372416602e-03 -4.319297569323815242e-03
-2.717686459643035235e+00 -1.386924337443657951e+00 -3.725690693631525718e+00 1.367050362276087894e+00 -3.758166408354922883e+00 2.401377054653309473e-01 -2.289142476974970024e-03 6.440640463891172951e-03 -5.303114515505401652e-03
-3.516179999608482376e+00 -1.314025272180137982e+00 -3.127758472591601890e+00 1.523361748682860561e+00 -3.761944491760486731e+00 7.202685069155054798e-01 -2.277820804028970851e-03 6.446284942650178443e-03 -5.321795958473875612e-03
-2.789817536873216319e+00 -1.632318842856819829e+00 -2.040214699349555794e+00 9.445141965885304192e-01 -3.693899466689220201e+00 3.036960728688837818e-01 -6.893388069573692586e-04 3.110512172881935069e-03 -3.429276809160317508e-03
-2.900662865595005524e+00 -1.260715234759341552e+00 -1.578785416830108757e+00 8.056153809485726569e-01 -3.696781397488535514e+00 -1.898690484839804515e-02 -3.918182711575240009e-04 2.491891541366995488e-03 -3.086845942020805499e-03
-2.753576788619740867e+00 -4.449607995700755048e-02 -8.171527197064842873e-02 9.390955747711283719e-01 -3.708282334332895669e+00 3.527398289400283105e-01 7.092643857390719007e-04 2.729820360851161875e-04 -1.889407316155108235e-03
-2.749756476732446053e+00 8.271726662077125147e-02 -2.173853366201563997e+00 -5.507524649473981571e-01 -3.659670566638298705e+00 2.145194470725344527e-01 2.737193825395546794e-03 -3.986962533457273292e-03 5.040809621524006785e-04
-2.754747509803650019e+00 4.067867057665157660e-01 -1.764801193140515423e+00 -1.005973097802991489e+00 -3.666839097230281119e+00 4.563242494542745220e-01 2.737086283717877003e-03 -3.993981586132295224e-03 5.118985176130424856e-04
-2.764112329894042652e+00 4.545278602762148346e-01 -1.645806077947829849e+00 -7.394032605321824159e-01 -3.645768745852690174e+00 3.060538251860764891e-01 2.595233712857119429e-03 -3.715972590920873109e-03 3.702894026555204627e-04
-2.412688357533034456e+00 1.857887187891853031e+00 -1.091042030515217309e+00 -7.695776980644346565e-01 -3.501067692640739359e+00 6.878469100950808102e-01 2.784947283422402158e-03 -4.221811603250269843e-03 7.454448617707002105e-04
-2.472744036377113819e+00 2.139214947487514173e+00 -1.317610060672838923e+00 -7.666655039388523551e-01 -3.551760338121419114e+00 9.496193631380012157e-01 2.825096887589726574e-03 -4.280227312605263887e-03 7.577255932626301028e-04
-2.439671693879126302e+00 2.838136612907500300e+00 -1.558623600999057279e+00 -8.115497029203060375e-01 -3.482062671899799344e+00 1.253072547762509981e+00 3.171490760826138101e-03 -5.033710821744247568e-03 1.209063137616013008e-03
-2.403234110853131433e+00 1.869958061812813988e+00 -2.571697400904484621e-01 -5.166373500522825069e-01 -3.552582814698992397e+00 1.143821378677500444e+00 2.500858933029404506e-03 -3.610133941526762116e-03 3.855646530236112295e-04
-2.444788763941416754e+00 2.041795097376342127e+00 -2.397016602497070714e-01 -5.099639756937663915e-01 -3.590066366168751077e+00 1.274635874704497907e+00 2.540443532323078714e-03 -3.669206896483807705e-03 3.996945958752040227e-04
-2.998452935812647269e+00 2.706354745615507262e+00 6.720500225407266548e-02 -2.882193385244133932e-01 -3.342785846211688838e+00 8.300735495318070090e-01 2.403162206100060982e-03 -3.465709431044897669e-03 3.592198219578083261e-04
-2.164399957233746896e+00 3.887941261431362427e-01 3.328051106617280208e-01 -2.003810567673969700e+00 -3.161033892388960709e+00 2.689316993246248622e+00 2.342922780354988847e-03 -3.414289382266705308e-03 3.703872150386852257e-04
-2.434617317839733452e+00 1.166186544186209595e-02 8.511433558076950678e-01 -1.629069047573350026e+00 -3.298584979288061714e+00 8.119177235797465642e-01 2.406176490316903720e-03 -3.437440002055211410e-03 2.975756355261973242e-04
-3.107677397211454196e+00 4.255296612495855779e-01 1.022319859354454019e+00 -5.066088851894966494e-01 -3.734437508184639931e+00 -3.806608291373955399e+00 2.165039005147204390e-03 -2.709925090924519397e-03 -2.819020593920905284e-04
-2.591588025846385257e+00 -1.573114332734466547e+00 9.078309976576971474e-01 -3.981866397512986988e-01 -3.448449643867469661e+00 -3.697784956237862630e+00 2.092344048361801864e-03 -2.703407467885166927e-03 -1.530137269853210297e-04
-4.304305279365570946e+00 -3.265592998731561281e-01 3.060444064783917728e+00 -1.394907262538718440e+00 -3.267167041640734571e+00 -6.715951210832582952e+00 2.635084145170120927e-03 -3.785168829716817167e-03 4.088625693965983014e-04
-4.353573955638266213e+00 -3.000935640425281825e-01 3.148821241350016287e+00 -1.425378127329425038e+00 -3.272529348846608954e+00 -6.857937217743383052e+00 2.710012597277143033e-03 -3.929247780539436331e-03 4.802636445618607870e-04
-4.337129992856018745e+00 -3.200280808921980302e-01 3.148528681743435698e+00 -1.381217845608277983e+00 -3.270257434939675356e+00 -6.768738278899002481e+00 2.690805300179733173e-03 -3.891097529414528321e-03 4.602733791368362679e-04
-4.009039634866746304e+00 -2.095964544743529334e-01 2.937616485475381012e+00 -1.100232460382419175e+00 -3.319702331696288589e+00 -5.290306147033707163e+00 2.303747657408235575e-03 -3.119664854551469808e-03 5.361443341332303159e-05
-3.352767227584616982e+00 -5.802176115274300106e-01 2.797168820055565774e+00 -5.856473292340762526e-01 -3.508961490249913329e+00 -3.651067599582058953e+00 2.503755299096975355e-03 -3.511784067908340842e-03 2.597131674099005701e-04
-2.640195758027977568e+00 -9.702864773995956149e-01 2.829549110861341088e+00 -5.219854272310503474e-01 -3.422195058502405907e+00 -3.413880848730603823e+00 2.428996669531846737e-03 -3.423659711682015307e-03 2.676140097724773181e-04
-2.641470586608106963e+00 -8.960462730710060386e-01 2.658919871738631091e+00 -4.965253013781867342e-01 -3.424733814181994962e+00 -3.255067593177764618e+00 2.332951522118794589e-03 -3.232938589287301552e-03 1.667397876507804855e-04
-2.532814993947523963e+00 -1.013663208669662197e+00 2.314446755867329841e+00 -2.821811452124336483e-01 -3.198759648181769055e+00 -3.434072894186669167e+00 2.351362699931909377e-03 -3.346466480173938569e-03 2.968591705817993486e-04
-1.012999594146224425e+00 -2.287415135041958703e+00 1.737892147566640233e+00 8.601368168450593821e-01 -3.866612995683973431e+00 3.132601941892322550e+00 -3.745632660528731036e-04 2.502192728307313201e-03 -3.144778311579557711e-03
1.289657430106263547e-01 -3.244979545551845312e+00 2.087422755191147949e+00 1.078691458829891037e+00 -4.029790854739255579e+00 3.587295275787742099e+00 1.235936593191897057e-04 1.494549248375573545e-03 -2.599970873623582389e-03
-1.438921276769218993e+00 -1.665146384691116088e+00 1.988705438022877914e+00 1.995391086403189185e+00 -4.198254999111096453e+00 8.509578859864517231e-01 3.659825253968188724e-04 1.125062831516139387e-03 -2.469737070582970952e-03
-1.395287664374550207e+00 -1.463513306487322474e+00 1.772313425355948935e+00 2.141201209228141167e+00 -4.393947233988493295e+00 9.691752283328233242e-01 6.105450989156944184e-04 6.302486267459668935e-04 -2.209035655892296456e-03
-1.434272176187451286e+00 -2.717232759157838018e+00 1.526625621621594764e+00 2.177339170488520548e+00 -4.174618497180316190e+00 -2.704162913572996541e+00 5.643794955709831741e-04 8.161118941093497160e-04 -2.376307662325074371e-03
-1.381650448209833071e+00 -2.483959915152823328e+00 1.473812962825853612e+00 1.775993975648696654e+00 -4.146142429090324377e+00 -2.507489983060622762e+00 8.204489638356580843e-04 2.516772369992740024e-04 -2.040008577893809467e-03
-6.654795175099954552e-01 -2.923381873441539547e+00 1.739720015022224064e+00 2.958913695408521782e+00 -4.285056732451831607e+00 -2.470597456956485249e+00 6.558304401437504809e-04 5.884655583226696025e-04 -2.207027907385119593e-03
-7.798783572609089276e-01 -2.729020387962517891e+00 2.273443080922374016e+00 2.729021267599697875e+00 -4.303288554300554125e+00 -1.668870905284062234e+00 6.209537478361242327e-04 6.523111073165176882e-04 -2.240945311356903630e-03
-1.378059942764565227e+00 -2.158001648542096973e+00 7.076555163236086798e-01 1.942725818875690624e+00 -4.161824919229880848e+00 -1.536180553927037007e+00 7.514472134307561722e-04 3.648714899617075012e-04 -2.072989628313420298e-03
-5.089226967245226163e-01 -2.595830867469389958e+00 2.040429411410102478e+00 2.093029037555248273e+00 -3.828090308012361831e+00 -1.841665398762027395e-01 2.024494089667796572e-04 1.433103239782502689e-03 -2.599478408123365517e-03
-5.980485180280592505e-01 -2.488471748630038061e+00 2.084923340059155805e+00 2.472536476399014749e+00 -3.830452935201343223e+00 -2.500616643292818964e-01 -2.102499696331690303e-04 2.304335971024772112e-03 -3.090583160483155890e-03
-2.603006167434314122e-01 -3.331794668565078332e+00 1.848330992829362973e+00 2.217391235849634601e+00 -3.637942856097689859e+00 -6.453735719885074218e-01 -5.054182110685561790e-04 2.884970392146314275e-03 -3.376760347006787372e-03
-3.249010393013798126e-01 -3.337395223278468492e+00 1.775260688198060155e+00 2.241553016550384303e+00 -3.649605297052146646e+00 -3.686608386224017320e-01 -5.525266646653965216e-04 2.987233066504870350e-03 -3.437774443051027067e-03
-3.871302520052057883e-01 -3.511265300055026017e+00 1.766108007318664130e+00 2.035392268351278400e+00 -3.692659300956895763e+00 -4.878406775098493853e-01 -5.825246670495330768e-04 3.047880230390362811e-03 -3.482399289952205212e-03
-6.746253688680526883e-01 -2.967653296686412645e+00 1.574533931301923761e+00 1.912105070377129401e+00 -3.830621984663691748e+00 7.015549542501231528e-02 -2.863174725138449084e-04 2.418386516737407871e-03 -3.128417574256649701e-03
-2.528257642079037026e-01 -4.048448127631953497e+00 3.477789730169366766e+00 2.360064240320962181e+00 -3.660765071202520371e+00 3.824061660886100000e-01 -1.309591668716835085e-03 4.574656744293296995e-03 -4.341808589041575885e-03
-2.516673363770127736e-01 -3.994826287098031337e+00 3.507167927697290466e+00 2.383410107921727583e+00 -3.658308336127711335e+00 4.079376660031113211e-01 -1.324709706333874071e-03 4.607429515546183560e-03 -4.360903123611539582e-03
4.764648018551378428e-01 -5.266874212393894084e+00 5.117983443557663215e+00 3.320533897986658545e+00 -3.499313287628731395e+00 5.931211087728559539e-01 -2.375374428531135465e-03 6.825387732998707338e-03 -5.595900749402085532e-03
3.797595682782299864e-01 -5.109981921333470289e+00 4.978709923949459437e+00 3.226591593245200063e+00 -3.517249301753714086e+00 6.737269241860335267e-01 -2.262555061101833524e-03 6.587636892740205558e-03 -5.463344113907929282e-03
4.226867669335725441e-01 -5.202547396048494477e+00 5.132005706417005264e+00 3.238632398007711188e+00 -3.505060948908218510e+00 6.835890093234873177e-01 -2.298778028037050999e-03 6.665617601745145449e-03 -5.507895642180220958e-03
2.629689865262370141e-01 -5.180915315466780413e+00 4.928898107914938542e+00 2.924409357870611181e+00 -3.570527205498157386e+00 2.288691353948968388e-01 -1.979555955023231534e-03 5.991902755145118650e-03 -5.133417886387953849e-03
-3.190262456778527600e-01 -3.939109107925510500e+00 4.166284427245155797e+00 2.358969283659430261e+00 -3.580508706335879143e+00 -4.898654528952524068e-01 -1.783241359921688019e-03 5.532202724388763336e-03 -4.852125891300535648e-03
-1.249225619177611879e+00 -2.623891079002901527e+00 3.925181300645037119e+00 2.321468475905049456e+00 -3.464855872667163439e+00 1.025650341367026597e+00 -2.532607341808882501e-03 7.018288776750401109e-03 -5.617193965621177995e-03
-1.206404738398554333e+00 -2.568491105552066500e+00 3.357235351176483640e+00 2.071221233295558850e+00 -3.484420348071857187e+00 6.526404310229384498e-01 -2.138422892711553617e-03 6.178909164771235508e-03 -5.139855804292825514e-03
-1.224156942797473668e+00 -2.621500996501548997e+00 4.285794177212729039e+00 1.918977792916089609e+00 -3.422403332585278957e+00 6.543070469224748775e-01 -2.200085118142902640e-03 6.294327006142953068e-03 -5.198566253014503397e-03
-1.326422323127512293e+00 -2.462067304357625552e+00 3.735522279028860915e+00 1.826480794167728794e+00 -3.444211245311358915e+00 4.485725811487054626e-01 -1.803487181069110545e-03 5.475428044023973768e-03 -4.747558792601126038e-03
-1.330636006553425066e+00 -2.442617917773748815e+00 3.593151263500402148e+00 1.786800784106364670e+00 -3.451620381709384233e+00 5.453783332556865204e-01 -1.689178461125945101e-03 5.236227999885599213e-03 -4.613506120960481072e-03
-1.588069712405995926e+00 -1.618316851750758012e+00 4.302379848595510481e+00 1.813365609994261884e+00 -3.390676955507786250e+00 2.119086938645756701e-01 -1.767145805603541255e-03 5.368855011049565411e-03 -4.657595396386028652e-03
-1.720338634832854430e+00 -1.489226820603283263e+00 4.526881095544987410e+00 2.079467426013939857e+00 -3.441303280509665274e+00 3.618774676259015610e-01 -2.107946585024141409e-03 6.111504257300775546e-03 -5.094965429440410226e-03
-1.757656202390711631e+00 -1.422213148048509623e+00 4.246530062829627639e+00 2.082697272771750541e+00 -3.446788069320636083e+00 3.504463790874208229e-01 -2.000424914464545532e-03 5.898422480789594288e-03 -4.984307197920933435e-03
-1.661937389422524003e+00 -1.383664811995238164e+00 2.744766808151595239e+00 1.461663565295210354e+00 -3.373055109374928584e+00 1.326861882645604673e-01 -8.640746830456120901e-04 3.451949584251485896e-03 -3.560757242288604008e-03
-1.679403760596346551e+00 -1.361954293494782142e+00 2.908122772977202786e+00 1.529142173706254937e+00 -3.390459685363789610e+00 2.949766254241161789e-01 -1.016682734225587536e-03 3.780161259313408184e-03 -3.752373801917373471e-03
-1.378375044346162204e+00 -1.310818201936324590e+00 3.493180597602385973e+00 1.771826367591659901e+00 -3.334557542250985218e+00 5.369210607716268235e-01 -8.802940458355350186e-04 3.522220741665337169e-03 -3.612565869974789998e-03
-2.347115568006784336e+00 -1.951757538054722518e-01 4.192643219864639725e+00 2.650947110808729690e+00 -3.392931763156199043e+00 1.995922685228325166e-01 -2.298845457809212730e-03 6.558814622519787071e-03 -5.357868310374349491e-03
-2.025247789296772183e+00 -5.828809356531747810e-01 3.388336382584202777e+00 2.237564295093561473e+00 -3.448809931238647764e+00 2.663606599376977524e-01 -1.624132684751266676e-03 5.129867335560520970e-03 -4.553507759001468487e-03
-2.501141009446667063e+00 -9.553672349878594705e-02 3.813015851203477524e+00 2.492632964839033072e+00 -3.451551549122760409e+00 5.311651712310392348e-01 -1.690608849452553998e-03 5.303738851199366749e-03 -4.668559550160893482e-03
-2.500027398344719209e+00 -9.663646207232179375e-02 3.807296874308275569e+00 2.488406057328632848e+00 -3.451632139784037268e+00 5.297536473150564751e-01 -1.685628128753732281e-03 5.293225377960623229e-03 -4.662663451205780255e-03
-2.642271504461413567e+00 -1.869336631920112124e-01 3.641178674574916396e+00 2.446725241186039845e+00 -3.489716596362140599e+00 5.920764726214347018e-01 -1.590225944985109276e-03 5.107605102926014370e-03 -4.573970744972665273e-03
-2.473803880449433557e+00 -1.333576091326982016e-01 3.460307949967749597e+00 2.451328042162415510e+00 -3.468900936103672894e+00 6.348749529520627544e-01 -1.653218178435914400e-03 5.251793670767900685e-03 -4.669331797991689743e-03
-2.887571270041293214e+00 -2.507460409928603529e-01 3.795576254472980970e+00 2.340014253961232971e+00 -3.476256002149893831e+00 7.377389618167985441e-01 -1.279211220444579841e-03 4.497624124735312770e-03 -4.266014106040163026e-03
-2.759470980127218809e+00 -5.291391619209697694e-01 3.612739138288559193e+00 2.442235334304515337e+00 -3.514032879649367835e+00 5.697174179606705469e-01 -1.214223053621591277e-03 4.379713036486782701e-03 -4.213934836631837502e-03
-2.568883448137314396e+00 -6.619551004322916654e-01 4.478386832502498471e+00 2.781560139442396107e+00 -3.428053283258411188e+00 5.675860450824736780e-01 -1.562758626768677569e-03 5.123006751940147561e-03 -4.627312374442141100e-03
-2.829192687690421870e+00 -3.891821985022771990e-01 4.725980204858709399e+00 2.761994493500826486e+00 -3.412523346366077792e+00 8.760816832739062310e-01 -1.530497389632573622e-03 5.056711279473281515e-03 -4.588549056122169338e-03
-2.899658052536408626e+00 -1.592954853196117959e-01 4.959749656953025720e+00 2.632657631760080275e+00 -3.410612831434109093e+00 1.043147288282209484e+00 -1.440934714522885355e-03 4.857060398643468779e-03 -4.469089414952288550e-03
-2.992016136394933135e+00 -4.352037110338029535e-01 5.708011649846911340e+00 3.074472404953372706e+00 -3.325987166759690528e+00 1.363708866691324406e+00 -1.916916276155352337e-03 5.876715266489935391e-03 -5.043323809482380161e-03
-2.787592386433774827e+00 2.551624331948065816e-02 4.258294951496742087e+00 2.290759314377551537e+00 -3.480499436311895955e+00 8.275899264318897774e-01 -1.028059956855160648e-03 3.972235248216788445e-03 -3.969487726072759917e-03
-2.747316392467549218e+00 1.249640987474973097e-02 3.920309928956793311e+00 2.187060976831483039e+00 -3.485779509987645408e+00 6.407139406692383687e-01 -8.740685003714022787e-04 3.638256480284378109e-03 -3.773653259174239872e-03
-2.699188351098145144e+00 1.281604666270665938e-01 4.303588501525220877e+00 2.458534927116036606e+00 -3.498952870869679987e+00 6.468544431367494463e-01 -1.080769338011466560e-03 4.084510766354982475e-03 -4.029371326905012082e-03
-3.050248126898176704e+00 5.563960128639684477e-01 3.473911957253267069e+00 2.265471904559987149e+00 -3.562504116351457917e+00 1.172090845103423984e+00 -6.834609756829735337e-04 3.236740294880775283e-03 -3.542351368764413543e-03
-2.634843852183740953e+00 -1.491325736928555967e-01 3.200978669886318073e+00 1.819042750944721121e+00 -3.554484701313351813e+00 6.658780671611146396e-01 -4.292787799019769351e-04 2.667711936528279967e-03 -3.208005308642272214e-03
-2.707940581707903860e+00 -1.715148461632280963e-01 4.906412339943523548e+00 7.155705713507014565e-01 -3.778730251880638491e+00 2.628561154110603759e+00 4.301281605940706471e-04 7.971751540588591046e-04 -2.145545653091593397e-03
