3.1783365542e+02  1.0000000000e-04  1.0955135493e+01  1.6610000000e+02  1.6346062000e-04  5.0017040000e-02  0.0000000000e+00  0.0000000000e+00  1.4059180000e+00  
3.1783364926e+02  1.1461124034e-04  1.0954587736e+01  1.7345514584e+02  1.7936639003e-04  5.0017040000e-02  -4.1810000000e-09  1.7608000000e-09  1.4611820000e+00  
3.1783364253e+02  1.3061401412e-04  1.0954039979e+01  1.8079505776e+02  1.9608245308e-04  5.0017040000e-02  -4.5792000000e-09  1.9281000000e-09  1.5174310000e+00  
3.1783363517e+02  1.4808032604e-04  1.0953492222e+01  1.8811367303e+02  2.1363282051e-04  5.0017040000e-02  -4.9980000000e-09  2.1040000000e-09  1.5722740000e+00  
3.1783362718e+02  1.6707997355e-04  1.0952944466e+01  1.9543230734e+02  2.3199369417e-04  5.0017040000e-02  -5.4367000000e-09  2.2883000000e-09  1.6319310000e+00  
3.1783362293e+02  1.7717661156e-04  1.0952670587e+01  1.9909166088e+02  2.4147970968e-04  5.0017040000e-02  -5.7783000000e-09  2.4316000000e-09  1.6636330000e+00  
3.1783361851e+02  1.8768406794e-04  1.0952396709e+01  2.0270217425e+02  2.5123352425e-04  5.0017040000e-02  -6.0134000000e-09  2.5303000000e-09  1.6902680000e+00  
3.1783361391e+02  1.9861298229e-04  1.0952122830e+01  2.0630612884e+02  2.6120766538e-04  5.0017040000e-02  -6.2546000000e-09  2.6315000000e-09  1.7170980000e+00  
3.1783360913e+02  2.0997253308e-04  1.0951848952e+01  2.0991013229e+02  2.7139487343e-04  5.0017040000e-02  -6.5010000000e-09  2.7349000000e-09  1.7449840000e+00  
3.1783360417e+02  2.2177187249e-04  1.0951575074e+01  2.1351418661e+02  2.8179593568e-04  5.0017040000e-02  -6.7527000000e-09  2.8405000000e-09  1.7739500000e+00  
3.1783359901e+02  2.3402018742e-04  1.0951301195e+01  2.1711829371e+02  2.9241162924e-04  5.0017040000e-02  -7.0097000000e-09  2.9483000000e-09  1.8040190000e+00  
3.1783359367e+02  2.4672670766e-04  1.0951027317e+01  2.2072245784e+02  3.0324272876e-04  5.0017040000e-02  -7.2719000000e-09  3.0583000000e-09  1.8352120000e+00  
3.1783358813e+02  2.5990071072e-04  1.0950753438e+01  2.2431865669e+02  3.1429889496e-04  5.0017040000e-02  -7.5394000000e-09  3.1704000000e-09  1.8666310000e+00  
3.1783358529e+02  2.6666645365e-04  1.0950616499e+01  2.2608894300e+02  3.1994011376e-04  5.0017040000e-02  -7.7440000000e-09  3.2562000000e-09  1.8795420000e+00  
3.1783358239e+02  2.7355335770e-04  1.0950479560e+01  2.2785919669e+02  3.2563729363e-04  5.0017040000e-02  -7.8827000000e-09  3.3144000000e-09  1.8926840000e+00  
3.1783357944e+02  2.8056260463e-04  1.0950342621e+01  2.2962941325e+02  3.3139053182e-04  5.0017040000e-02  -8.0227000000e-09  3.3731000000e-09  1.9060590000e+00  
3.1783357644e+02  2.8769540416e-04  1.0950205682e+01  2.3139959475e+02  3.3719994611e-04  5.0017040000e-02  -8.1642000000e-09  3.4323000000e-09  1.9196710000e+00  
3.1783357339e+02  2.9495296408e-04  1.0950068742e+01  2.3316974209e+02  3.4306564992e-04  5.0017040000e-02  -8.3070000000e-09  3.4922000000e-09  1.9335200000e+00  
3.1783357029e+02  3.0233648974e-04  1.0949931803e+01  2.3493985494e+02  3.4898775216e-04  5.0017040000e-02  -8.4511000000e-09  3.5526000000e-09  1.9476100000e+00  
3.1783356713e+02  3.0984718871e-04  1.0949794864e+01  2.3670993302e+02  3.5496636096e-04  5.0017040000e-02  -8.5967000000e-09  3.6136000000e-09  1.9619430000e+00  
