# T1bar = 165 K, He mass abu = 0.238, H mass abu = 0.762, LM-H/He-REOS.3
# rho(g/ccm)       T (K)              P (GPa)            u (kJ/g)           s (kJ/g/K)
8.8653192722e-004  3.3740000000e+002  1.0934178530e-003  3.5688052417e+000  5.26123871e-002   
9.2031095906e-004  3.4273657393e+002  1.1532706455e-003  3.6154313039e+000  5.26123871e-002   
1.0326058798e-003  3.5974448711e+002  1.3591634102e-003  3.7633571434e+000  5.26123871e-002   
1.1586028531e-003  3.7754733266e+002  1.6018753795e-003  3.9173096284e+000  5.26123871e-002   
1.1647702990e-003  3.7857000000e+002  1.6148519591e-003  3.9261069455e+000  5.26123871e-002   
1.2999737824e-003  3.9676615922e+002  1.8910256730e-003  4.0820047921e+000  5.26123871e-002   
1.4585945740e-003  4.1693642197e+002  2.2323647932e-003  4.2534791873e+000  5.26123871e-002   
1.5224885672e-003  4.2477000000e+002  2.3750450436e-003  4.3197277582e+000  5.26123871e-002   
1.6365700293e-003  4.3832685208e+002  2.6366117468e-003  4.4340074819e+000  5.26123871e-002   
1.8362617747e-003  4.6100096877e+002  3.1155051313e-003  4.6239758135e+000  5.26123871e-002   
1.9803699773e-003  4.7660000000e+002  3.4768571139e-003  4.7538566099e+000  5.26123871e-002   
2.0603195981e-003  4.8476344756e+002  3.6808410907e-003  4.8239871244e+000  5.26123871e-002   
2.3117166108e-003  5.0942336543e+002  4.3468822000e-003  5.0347402715e+000  5.26123871e-002   
2.5844352524e-003  5.3475000000e+002  5.1114717627e-003  5.2495489969e+000  5.26123871e-002   
2.5937886985e-003  5.3558132170e+002  5.1382652323e-003  5.2567501421e+000  5.26123871e-002   
2.9102787862e-003  5.6267676160e+002  6.0697862985e-003  5.4907568003e+000  5.26123871e-002   
3.2653865053e-003  5.9129289579e+002  7.1726661401e-003  5.7366860886e+000  5.26123871e-002   
3.3767745149e-003  6.0000000000e+002  7.5323757284e-003  5.8113422839e+000  5.26123871e-002   
3.6638239194e-003  6.2170504226e+002  8.4842629902e-003  5.9966272480e+000  5.26123871e-002   
4.1108780509e-003  6.5390237038e+002  1.0043008253e-002  6.2704175203e+000  5.26123871e-002   
4.3913996424e-003  6.7321000000e+002  1.1066283031e-002  6.4338840640e+000  5.26123871e-002   
4.6124810365e-003  6.8764967669e+002  1.1889076628e-002  6.5591108837e+000  5.26123871e-002   
5.1752888430e-003  7.2289458126e+002  1.4075025993e-002  6.8638915497e+000  5.26123871e-002   
5.7226458042e-003  7.5536000000e+002  1.6322081355e-002  7.1438268480e+000  5.26123871e-002   
5.8067695882e-003  7.6016838976e+002  1.6676129438e-002  7.1857742448e+000  5.26123871e-002   
6.5153026379e-003  7.9913393148e+002  1.9760993817e-002  7.5253749813e+000  5.26123871e-002   
7.3102897951e-003  8.4025104878e+002  2.3434606144e-002  7.8828602560e+000  5.26123871e-002   
7.4512556145e-003  8.4752000000e+002  2.4116386827e-002  7.9459475110e+000  5.26123871e-002   
8.2022800564e-003  8.8422544845e+002  2.7830832654e-002  8.2641537137e+000  5.26123871e-002   
9.2031095906e-003  9.3068486892e+002  3.3076747701e-002  8.6661734146e+000  5.26123871e-002   
9.6568923682e-003  9.5094000000e+002  3.5567747132e-002  8.8413015077e+000  5.26123871e-002   
1.0326058798e-002  9.7871013490e+002  3.9299457132e-002  9.0921025284e+000  5.26123871e-002   
1.1586028531e-002  1.0285772747e+003  4.6745748863e-002  9.5434961775e+000  5.26123871e-002   
1.2609799703e-002  1.0670000000e+003  5.3219644914e-002  9.8928056582e+000  5.26123871e-002   
1.2999737824e-002  1.0808112561e+003  5.5737712544e-002  1.0022577859e+001  5.26123871e-002   
1.4585945740e-002  1.1347993233e+003  6.6419905391e-002  1.0530936151e+001  5.26123871e-002   
1.6365700293e-002  1.1916939006e+003  7.9145493327e-002  1.1067746458e+001  5.26123871e-002   
1.6530434385e-002  1.1972000000e+003  8.0391060245e-002  1.1119729785e+001  5.26123871e-002   
1.8362617747e-002  1.2527276884e+003  9.4416527392e-002  1.1645367224e+001  5.26123871e-002   
2.0603195981e-002  1.3170289051e+003  1.1262304645e-001  1.2255351947e+001  5.26123871e-002   
2.1553538650e-002  1.3432000000e+003  1.2077296192e-001  1.2505019333e+001  5.26123871e-002   
2.3117166108e-002  1.3850740600e+003  1.3461567009e-001  1.2904738868e+001  5.26123871e-002   
2.5937886985e-002  1.4567867618e+003  1.6174491186e-001  1.3598579390e+001  5.26123871e-002   
2.8006855698e-002  1.5071000000e+003  1.8295749380e-001  1.4087971548e+001  5.26123871e-002   
2.9102787862e-002  1.5331574959e+003  1.9460244852e-001  1.4341844287e+001  5.26123871e-002   
3.2653865053e-002  1.6147349233e+003  2.3423813183e-001  1.5139019138e+001  5.26123871e-002   
3.6162215559e-002  1.6910000000e+003  2.7711383650e-001  1.5896001082e+001  5.26123871e-002   
3.6638239194e-002  1.7011627338e+003  2.8315807025e-001  1.5997039508e+001  5.26123871e-002   
4.1108780509e-002  1.7930424780e+003  3.4351479238e-001  1.6922612692e+001  5.26123871e-002   
4.6124810365e-002  1.8908717270e+003  4.1736546064e-001  1.7919055922e+001  5.26123871e-002   
4.6438268906e-002  1.8974000000e+003  4.2241658251e-001  1.7986331020e+001  5.26123871e-002   
5.1752888430e-002  1.9921531095e+003  5.0863104698e-001  1.9012332654e+001  5.26123871e-002   
5.8067695882e-002  2.0990330012e+003  6.2156847489e-001  2.0192461404e+001  5.26123871e-002   
5.9894556244e-002  2.1289000000e+003  6.5688948592e-001  2.0530271200e+001  5.26123871e-002   
6.5153026379e-002  2.2104634604e+003  7.6203235733e-001  2.1482802560e+001  5.26123871e-002   
7.3102897951e-002  2.3284120382e+003  9.3688378313e-001  2.2892005016e+001  5.26123871e-002   
7.7345526079e-002  2.3886000000e+003  1.0386979640e+000  2.3630855479e+001  5.26123871e-002   
8.2022800564e-002  2.4542156286e+003  1.1563672411e+000  2.4437335955e+001  5.26123871e-002   
9.2031095906e-002  2.5884071585e+003  1.4341313574e+000  2.6141424185e+001  5.26123871e-002   
9.9293720757e-002  2.6801000000e+003  1.6601785380e+000  2.7364501855e+001  5.26123871e-002   
1.0326058798e-001  2.7301104703e+003  1.7900646156e+000  2.8030566176e+001  5.26123871e-002   
1.1586028531e-001  2.8780392560e+003  2.2441538124e+000  3.0137545153e+001  5.26123871e-002   
1.2999737824e-001  2.9999082753e+003  2.8410140615e+000  3.2505212735e+001  5.26123871e-002   
1.3074298327e-001  3.0071000000e+003  2.8753940788e+000  3.2639020819e+001  5.26123871e-002   
1.4585945740e-001  3.1321710012e+003  3.6000475967e+000  3.5239909083e+001  5.26123871e-002   
1.6365700293e-001  3.2768936577e+003  4.5700515136e+000  3.8326296831e+001  5.26123871e-002   
1.7543656953e-001  3.3740000000e+003  5.2753324469e+000  4.0381767059e+001  5.26123871e-002   
1.8362617747e-001  3.4420459408e+003  5.7942433339e+000  4.1814666773e+001  5.26123871e-002   
2.0603195981e-001  3.6292305275e+003  7.3293228911e+000  4.5737657924e+001  5.26123871e-002   
2.2601092658e-001  3.7857000000e+003  8.8310122468e+000  4.9224861602e+001  5.26123871e-002   
2.3117166108e-001  3.8244001239e+003  9.2361389389e+000  5.0138537441e+001  5.26123871e-002   
2.5937886985e-001  3.9301156975e+003  1.1558208756e+001  5.5062615052e+001  5.26123871e-002   
2.9102787862e-001  4.0117788858e+003  1.4447905376e+001  6.0546843287e+001  5.26123871e-002   
3.2653865053e-001  4.0998516533e+003  1.8011180427e+001  6.6661431960e+001  5.26123871e-002   
3.6638239194e-001  4.1685374320e+003  2.2334596427e+001  7.3412164683e+001  5.26123871e-002   
4.1108780509e-001  4.2061584690e+003  2.7572416329e+001  8.0812468102e+001  5.26123871e-002   
4.5756384545e-001  4.2477000000e+003  3.3521470856e+001  8.8391080763e+001  5.26123871e-002   
4.6124810365e-001  4.2512293200e+003  3.4014741393e+001  8.8986727486e+001  5.26123871e-002   
5.1752888430e-001  4.3461706212e+003  4.2437088538e+001  9.8090534208e+001  5.26123871e-002   
5.8067695882e-001  4.4998459707e+003  5.3643609037e+001  1.0832189268e+002  5.26123871e-002   
6.5080428271e-001  4.7660000000e+003  6.9957589294e+001  1.1994841954e+002  5.26123871e-002   
6.5153026379e-001  4.7702463240e+003  7.0154600290e+001  1.2008683264e+002  5.26123871e-002   
7.3102897951e-001  5.2802824036e+003  9.4479631754e+001  1.3561013462e+002  5.26123871e-002   
7.4159721181e-001  5.3475000000e+003  9.8071564162e+001  1.3767645600e+002  5.26123871e-002   
8.1710366959e-001  6.0000000000e+003  1.2774459912e+002  1.5474263884e+002  5.26123871e-002   
8.2022800564e-001  6.0263414000e+003  1.2906130664e+002  1.5543575293e+002  5.26123871e-002   
9.2031095906e-001  6.7121055206e+003  1.7386536487e+002  1.7716555102e+002  5.26123871e-002   
9.2446540088e-001  6.7321000000e+003  1.7578715878e+002  1.7799847190e+002  5.26123871e-002   
1.0326058798e+000  7.4029055515e+003  2.3134061171e+002  2.0144701798e+002  5.26123871e-002   
1.0611807236e+000  7.5536000000e+003  2.4701984724e+002  2.0762359105e+002  5.26123871e-002   
1.1586028531e+000  8.1831271962e+003  3.0628577305e+002  2.3024050879e+002  5.26123871e-002   
1.2133041942e+000  8.4752000000e+003  3.4135084210e+002  2.4286959369e+002  5.26123871e-002   
1.2999737824e+000  9.0227070859e+003  4.0243147741e+002  2.6436367120e+002  5.26123871e-002   
1.3825968389e+000  9.5094000000e+003  4.6452912536e+002  2.8474759393e+002  5.26123871e-002   
1.4585945740e+000  9.9840185041e+003  5.2655145885e+002  3.0408170894e+002  5.26123871e-002   
1.5843844806e+000  1.0670000000e+004  6.3546808857e+002  3.3607632738e+002  5.26123871e-002   
1.6365700293e+000  1.0969286488e+004  6.8419875743e+002  3.4969608101e+002  5.26123871e-002   
1.8362617747e+000  1.1961527390e+004  8.8251249052e+002  4.0201943310e+002  5.26123871e-002   
1.8385035553e+000  1.1972000000e+004  8.8484866055e+002  4.0261261269e+002  5.26123871e-002   
2.0603195981e+000  1.3154699315e+004  1.1354683838e+003  4.6432627437e+002  5.26123871e-002   
2.1150377006e+000  1.3432000000e+004  1.2012940428e+003  4.7958888462e+002  5.26123871e-002   
2.3117166108e+000  1.4479912539e+004  1.4533854251e+003  5.3474098057e+002  5.26123871e-002   
2.4284629323e+000  1.5071000000e+004  1.6124492184e+003  5.6745717511e+002  5.26123871e-002   
2.5937886985e+000  1.5828548366e+004  1.8520149868e+003  6.1374509367e+002  5.26123871e-002   
2.8570729218e+000  1.6910000000e+004  2.2601028054e+003  6.8715059305e+002  5.26123871e-002   
2.9102787862e+000  1.7133909580e+004  2.3472418519e+003  7.0195482512e+002  5.26123871e-002   
3.2653865053e+000  1.8622142154e+004  2.9664343995e+003  8.0011961993e+002  5.26123871e-002   
3.3554089804e+000  1.8974000000e+004  3.1327776210e+003  8.2484365361e+002  5.26123871e-002   
3.6638239194e+000  2.0184292042e+004  3.7407024656e+003  9.1128163607e+002  5.26123871e-002   
3.9863395261e+000  2.1289000000e+004  4.4220836191e+003  1.0007503781e+003  5.26123871e-002   
4.1108780509e+000  2.1719726902e+004  4.7013883596e+003  1.0358228542e+003  5.26123871e-002   
4.6124810365e+000  2.3458061494e+004  5.9032930945e+003  1.1755765776e+003  5.26123871e-002   
4.7571867911e+000  2.3886000000e+004  6.2687444823e+003  1.2154740482e+003  5.26123871e-002   
5.1752888430e+000  2.5117198459e+004  7.3790007902e+003  1.3296232534e+003  5.26123871e-002   
5.7708312764e+000  2.6801000000e+004  9.0906894768e+003  1.4894288779e+003  5.26123871e-002   
5.8067695882e+000  2.6902569448e+004  9.1989748092e+003  1.4989848860e+003  5.26123871e-002   
6.5153026379e+000  2.8816427736e+004  1.1423680067e+004  1.6848413440e+003  5.26123871e-002   
7.0105200689e+000  3.0071000000e+004  1.3097873866e+004  1.8120615763e+003  5.26123871e-002   
7.3102897951e+000  3.1067519637e+004  1.4201264300e+004  1.8966670615e+003  5.26123871e-002   
8.1227201573e+000  3.3740000000e+004  1.7379351474e+004  2.1219597918e+003  5.26123871e-002   
8.2022800564e+000  3.3999969616e+004  1.7704976710e+004  2.1436998094e+003  5.26123871e-002   
9.2031095906e+000  3.7258145895e+004  2.2015024779e+004  2.4121914124e+003  5.26123871e-002   
9.3892031682e+000  3.7857000000e+004  2.2859088570e+004  2.4611121065e+003  5.26123871e-002   
1.0326058798e+001  4.0878747778e+004  2.7304123318e+004  2.7025567909e+003  5.26123871e-002   
1.1001497426e+001  4.2477000000e+004  3.0679077033e+004  2.8727464965e+003  5.26123871e-002   
1.1586028531e+001  4.3807723017e+004  3.3730271156e+004  3.0178755935e+003  5.26123871e-002   
1.2999737824e+001  4.6776415929e+004  4.1593380574e+004  3.3612501487e+003  5.26123871e-002   
1.3436395851e+001  4.7660000000e+004  4.4157953145e+004  3.4652161813e+003  5.26123871e-002   
1.4585945740e+001  5.0122767283e+004  5.1296992105e+004  3.7431719610e+003  5.26123871e-002   
1.6235146338e+001  5.3475000000e+004  6.2286344056e+004  4.1312442140e+003  5.26123871e-002   
1.6365700293e+001  5.3748523587e+004  6.3201334471e+004  4.1621829809e+003  5.26123871e-002   
1.8362617747e+001  5.7550528051e+004  7.7841290359e+004  4.6269440898e+003  5.26123871e-002   
1.9796014781e+001  6.0000000000e+004  8.9100413640e+004  4.9518802299e+003  5.26123871e-002   
2.0603195981e+001  6.1399536028e+004  9.5736172246e+004  5.1337296768e+003  5.26123871e-002   
2.3117166108e+001  6.5587472964e+004  1.1763026078e+005  5.6874861714e+003  5.26123871e-002   
2.4266224810e+001  6.7321000000e+004  1.2824887984e+005  5.9349263261e+003  5.26123871e-002   
2.5937886985e+001  6.9793876082e+004  1.4437975948e+005  6.2902181506e+003  5.26123871e-002   
2.9102787862e+001  7.4228572168e+004  1.7701454181e+005  6.9452608600e+003  5.26123871e-002   
3.0075931127e+001  7.5536000000e+004  1.8757847794e+005  7.1424164789e+003  5.26123871e-002   
3.2653865053e+001  7.9961829710e+004  2.1733872535e+005  7.6836424459e+003  5.26123871e-002   
3.5618783837e+001  8.4752000000e+004  2.5373080186e+005  8.2898964534e+003  5.26123871e-002   
3.6638239194e+001  8.6377802437e+004  2.6676702413e+005  8.4948353842e+003  5.26123871e-002   
4.1108780509e+001  9.2907119281e+004  3.2700659449e+005  9.3731266018e+003  5.26123871e-002   
4.6124810365e+001  9.9796590196e+004  4.0032598256e+005  1.0323063049e+004  5.26123871e-002   
